twitter_link,text,date,likes,comments
https://twitter.com/LouMazac/status/1758337291951489520#m,"Te invito a la plaza tribunales, ahí diagonal teatro Colón, dónde hacen sus galas, pasto sin cortar, ratas ( roedores y humanos) enormes q hacen show por la noche con rings de pelea y paseos: la q t perdés! Quizás llegues seguro a tu casa,por acá corremos y oramos * seguridad!","Feb 16, 2024 · 3:47 AM UTC",2,0
https://twitter.com/estercuerva/status/1758337142839730381#m,asi tendrian que sacar del pais a los delincuentes que gobiernas incluido vos que apenas entraste te tomaste las vacaciones otro de reposera,"Feb 16, 2024 · 3:46 AM UTC",0,0
https://twitter.com/SabryRomTurismo/status/1758336695273959930#m,"Estaría bueno que vuelva el tren que estaba en Puerto Madero, que empiece en Retiro y termine en La Boca, uno de los lugares más turísticos de la ciudad.","Feb 16, 2024 · 3:45 AM UTC",0,0
https://twitter.com/marypeterssen/status/1758336582002631036#m,"Nada nos robó al lado de lo que nos roban los políticos, así que deje el marketing de lado. No nos subestime más","Feb 16, 2024 · 3:44 AM UTC",0,0
https://twitter.com/Graciela_Gonz/status/1758294844823257571#m,Fuiste a RETIRO? Tenes para entretenerte allí,"Feb 16, 2024 · 12:58 AM UTC",12,2
https://twitter.com/arhoracio/status/1758253149242925398#m,"Bueno Sr. Jorge saque a los extranjeros que ocupan las veredas vendiendo verduras sin comprobantes de compra, en negro.   Seguro si hago lo mismo me cae la AFIP en minutos. Gracias.","Feb 15, 2024 · 10:13 PM UTC",160,18
https://twitter.com/ximeoubi/status/1758335999241839078#m,"che, este sigue d vacaciones con la de los contribuyentes de caballito o ya hizo su aparición por caba?","Feb 16, 2024 · 3:42 AM UTC",0,0
https://twitter.com/Esteban86394969/status/1758335742974005524#m,Volviste jorgito??,"Feb 16, 2024 · 3:41 AM UTC",0,0
https://twitter.com/tomuzmki/status/1758335735701045578#m,"jorge, ya volviste de las vacaciones?","Feb 16, 2024 · 3:41 AM UTC",0,0
https://twitter.com/maryc1208/status/1758335594155884896#m,Pasaste por ahí porq estabas por tomar otro vuelo no? Deci la posta blackri,"Feb 16, 2024 · 3:40 AM UTC",0,0
https://twitter.com/Decime_rizo/status/1758335103871193386#m,"Muy lindo tu circo, Jorgito.  Será que ahora que terminaste de vagar tendrás la delicadeza y voluntad de ponerte a laburar, levantando la mugre de la ciudad, revisando las condiciones edilicias para la vuelta a clases y demás deberes de jefe de gobierno???","Feb 16, 2024 · 3:38 AM UTC",0,0
